KPCA1,KPCA2,Macro_Desastre
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.08832368429265228,0.002555053565284907,Seca e Estiagem
0.8233433043220876,-0.10691132639029989,Inundações e Chuvas
-0.08956091141300403,-0.018831739656511286,Tempestades Severas
0.034500177671642866,-0.03089506144042101,Incêndios Florestais
-0.07967034179917351,0.02164859470503241,Seca e Estiagem
0.855684381025997,-0.0959104045177766,Inundações e Chuvas
0.8970115586427421,-0.0848298719324636,Inundações e Chuvas
-0.08241562730459487,0.04508497291782281,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08997490743111308,-0.018103387259372293,Tempestades Severas
0.06464683494007994,-0.04806332431028002,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Deslizamentos
-0.09002459714285005,-0.017712769773741876,Seca e Estiagem
-0.08936115279562082,-0.017638365784248728,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.0894251066996141,-0.01103065593230342,Seca e Estiagem
-0.08959917173973224,-0.018321062390821853,Inundações e Chuvas
-0.08979786988544436,-0.017119238308271452,Seca e Estiagem
-0.08971975242162444,-0.016996494865031835,Tempestades Severas
-0.0777420015333588,0.007506981454386007,Tempestades Severas
-0.08640661012235805,-0.022308637345894233,Inundações e Chuvas
0.10518281956133711,-0.09821579537545105,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.08984604640803416,-0.01830940377826137,Inundações e Chuvas
-0.08969119616605557,-0.01834546291867291,Tempestades Severas
-0.09004602053898916,-0.017959195371257747,Tempestades Severas
-0.07635461015500225,-0.026517890506997353,Tempestades Severas
-0.08953779546324651,-0.014477767668000033,Seca e Estiagem
-0.08984707820729353,-0.015407651682224143,Seca e Estiagem
-0.09003966024779944,-0.01782206826090118,Seca e Estiagem
0.22168543783492498,0.6027634000524886,Seca e Estiagem
-0.0640975191457102,0.08815509675611746,Seca e Estiagem
-0.0836335113124349,0.01217478702137627,Seca e Estiagem
-0.08216180475695704,-0.025420386385809613,Inundações e Chuvas
-0.07724089376057076,-0.016972148389564307,Seca e Estiagem
-0.08275186103737844,-0.023617433010121036,Inundações e Chuvas
-0.08900866340580373,-0.004709207236914796,Seca e Estiagem
-0.08083292872942481,0.05505347112775634,Seca e Estiagem
-0.08889737866987654,-0.006485027394645957,Seca e Estiagem
-0.08984464539264458,-0.01829678557900026,Inundações e Chuvas
0.06837389534824029,0.4157979683967134,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.07751897942364311,0.053171726319636195,Seca e Estiagem
-0.09004278811178222,-0.017861165099726604,Inundações e Chuvas
0.2501281535754268,-0.11108171228105461,Inundações e Chuvas
-0.08368314064262185,0.004873934725821283,Seca e Estiagem
-0.08982098017571499,-0.01839362021792447,Inundações e Chuvas
-0.002025785423495327,0.2908423630154429,Seca e Estiagem
-0.08993500259954158,-0.017520717841167998,Seca e Estiagem
